Genre,Name,Platform,Publisher,Rank,Year,% Europe,% Japan,% North America,% Other,Europe Sales,Global Sales,Japan Sales,North America Sales,Number of Video Games,Other Sales
Action,Dokuro,PSV,GungHo,16271,2012,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Samurai & Dragons,PSV,Sega,15386,2012,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Little Busters! Converted Edition,PSV,Prototype,14860,2012,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Action,Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,Konami Digital Entertainment,13719,2012,0%,100%,0%,0%,0,0.04,0.04,0,1,0
Action,Earth Defense Force 2017 Portable,PSV,D3Publisher,12391,2012,0%,100%,0%,0%,0,0.06,0.06,0,1,0
Action,Jikkyou Powerful Pro Yakyuu 2012,PSV,Konami Digital Entertainment,11139,2012,0%,100%,0%,0%,0,0.09,0.09,0,1,0
Action,Kidou Senshi Gundam Seed Battle Destiny,PSV,Namco Bandai Games,9685,2012,0%,100%,0%,0%,0,0.12,0.12,0,1,0
Action,Silent Hill: Book of Memories,PSV,Konami Digital Entertainment,6948,2012,25%,0%,54%,17%,0.06,0.24,0,0.13,1,0.04
Action,Dungeon Hunter Alliance,PSV,Ubisoft,7214,2012,45%,0%,41%,18%,0.1,0.22,0,0.09,1,0.04
Action,Ninja Gaiden Sigma,PSV,Tecmo Koei,6419,2012,22%,15%,48%,15%,0.06,0.27,0.04,0.13,1,0.04
Action,Ys: Memories of Celceta,PSV,Nihon Falcom Corporation,6021,2012,3%,34%,52%,14%,0.01,0.29,0.1,0.15,1,0.04
Action,LEGO Harry Potter: Years 5-7,PSV,"Warner Bros, Interactive Entertainment",6930,2012,42%,0%,38%,21%,0.1,0.24,0,0.09,1,0.05
Action,LEGO Batman 2: DC Super Heroes,PSV,"Warner Bros, Interactive Entertainment",5158,2012,35%,0%,46%,16%,0.13,0.37,0,0.17,1,0.06
Action,LEGO The Lord of the Rings,PSV,"Warner Bros, Interactive Entertainment",5563,2012,45%,0%,30%,21%,0.15,0.33,0,0.1,1,0.07
Action,Metal Gear Solid HD Edition,PSV,Konami Digital Entertainment,4088,2012,38%,10%,33%,19%,0.18,0.48,0.05,0.16,1,0.09
Action,PlayStation All-Stars Battle Royale,PSV,Sony Computer Entertainment,3852,2012,29%,2%,50%,19%,0.15,0.52,0.01,0.26,1,0.1
Action,Gravity Rush,PSV,Sony Computer Entertainment,3169,2012,31%,14%,41%,16%,0.2,0.64,0.09,0.26,1,0.1
Action,FIFA Soccer 13,PSV,Electronic Arts,4180,2012,64%,11%,0%,26%,0.3,0.47,0.05,0,1,0.12
Action,Assassin's Creed III: Liberation,PSV,Ubisoft,1288,2012,37%,4%,39%,19%,0.55,1.47,0.06,0.58,1,0.28
Action,Call of Duty Black Ops: Declassified,PSV,Activision,1073,2012,31%,4%,47%,18%,0.52,1.69,0.07,0.8,1,0.3
Action,Ninja Gaiden Sigma 2,PSV,Tecmo Koei,16123,2013,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Warriors Orochi 3,PSV,Tecmo Koei,11784,2013,0%,100%,0%,0%,0,0.07,0.07,0,1,0
Action,Gekijouban Madoka Magicka: The Battle Pentagram,PSV,Namco Bandai Games,11527,2013,0%,100%,0%,0%,0,0.08,0.08,0,1,0
Action,Gundam Breaker,PSV,Namco Bandai Games,10823,2013,0%,100%,0%,0%,0,0.09,0.09,0,1,0
Action,Terraria,PSV,Screenlife,10260,2013,9%,82%,0%,0%,0.01,0.11,0.09,0,1,0
Action,One Piece: Pirate Warriors 2,PSV,Namco Bandai Games,9706,2013,0%,100%,0%,0%,0,0.12,0.12,0,1,0
Action,Dynasty Warriors: Gundam Reborn,PSV,Namco Bandai Games,9629,2013,0%,100%,0%,0%,0,0.13,0.13,0,1,0
Action,Disney Infinity,PSV,Disney Interactive Studios,12230,2013,0%,0%,71%,29%,0,0.07,0,0.05,1,0.02
Action,Invizimals: The Alliance,PSV,Sony Computer Entertainment,11848,2013,71%,0%,0%,29%,0.05,0.07,0,0,1,0.02
Action,Dynasty Warriors 8: Xtreme Legends,PSV,Tecmo Koei,8990,2013,20%,33%,27%,13%,0.03,0.15,0.05,0.04,1,0.02
Action,Akiba's Trip: Undead & Undressed,PSV,Nippon Ichi Software,7338,2013,10%,38%,43%,14%,0.02,0.21,0.08,0.09,1,0.03
Action,Toukiden: The Age of Demons,PSV,Tecmo Koei,5068,2013,13%,66%,13%,8%,0.05,0.38,0.25,0.05,1,0.03
Action,Batman: Arkham Origins Blackgate,PSV,"Warner Bros, Interactive Entertainment",3813,2013,38%,0%,38%,25%,0.2,0.53,0,0.2,1,0.13
Action,LEGO Marvel Super Heroes,PSV,"Warner Bros, Interactive Entertainment",3082,2013,53%,0%,23%,24%,0.35,0.66,0,0.15,1,0.16
Action,Diabolik Lovers: Vandead Carnival,PSV,Idea Factory,14988,2014,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Hyperdimension Neptunia mk2,PSV,Compile Heart,13522,2014,0%,100%,0%,0%,0,0.04,0.04,0,1,0
Action,To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,FuRyu,13393,2014,0%,100%,0%,0%,0,0.05,0.05,0,1,0
Action,Bullet Girls,PSV,D3Publisher,12289,2014,0%,100%,0%,0%,0,0.06,0.06,0,1,0
Action,Samurai Warriors Chronicles 3,PSV,Tecmo Koei,12312,2014,0%,100%,0%,0%,0,0.06,0.06,0,1,0
Action,Girls und Panzer: I Will Master Tankery,PSV,Namco Bandai Games,10919,2014,0%,100%,0%,0%,0,0.09,0.09,0,1,0
Action,Samurai Warriors 4,PSV,Tecmo Koei,10234,2014,0%,100%,0%,0%,0,0.11,0.11,0,1,0
Action,Gundam Breaker 2,PSV,Namco Bandai Games,8813,2014,0%,100%,0%,0%,0,0.15,0.15,0,1,0
Action,Ratchet & Clank Collection,PSV,Sony Computer Entertainment,12341,2014,83%,0%,0%,17%,0.05,0.06,0,0,1,0.01
Action,Earth Defense Force 2: Invaders from Planet Space,PSV,Xseed Games,10396,2014,9%,36%,36%,18%,0.01,0.11,0.04,0.04,1,0.02
Action,Deception IV: Blood Ties,PSV,Tecmo Koei,9003,2014,21%,50%,21%,14%,0.03,0.14,0.07,0.03,1,0.02
Action,One Piece: Unlimited World Red,PSV,Namco Bandai Games,8282,2014,24%,24%,35%,18%,0.04,0.17,0.04,0.06,1,0.03
Action,Hyperdimension Neptunia U: Action Unleashed,PSV,Idea Factory International,8226,2014,12%,35%,41%,18%,0.02,0.17,0.06,0.07,1,0.03
Action,Toukiden Kiwami,PSV,Tecmo Koei,5879,2014,17%,57%,17%,10%,0.05,0.3,0.17,0.05,1,0.03
Action,Danganronpa Another Episode: Ultra Despair Girls,PSV,Nippon Ichi Software,6212,2014,11%,43%,36%,14%,0.03,0.28,0.12,0.1,1,0.04
Action,Soul Sacrifice Delta,PSV,Sony Computer Entertainment,5973,2014,41%,41%,3%,14%,0.12,0.29,0.12,0.01,1,0.04
Action,LEGO The Hobbit,PSV,"Warner Bros, Interactive Entertainment",7454,2014,62%,0%,14%,24%,0.13,0.21,0,0.03,1,0.05
Action,God of War Collection,PSV,Sony Computer Entertainment,5574,2014,30%,3%,42%,21%,0.1,0.33,0.01,0.14,1,0.07
Action,The LEGO Movie Videogame,PSV,"Warner Bros, Interactive Entertainment",4734,2014,63%,0%,12%,22%,0.26,0.41,0,0.05,1,0.09
Action,Lego Batman 3: Beyond Gotham,PSV,"Warner Bros, Interactive Entertainment",4029,2014,59%,0%,18%,22%,0.29,0.49,0,0.09,1,0.11
Action,Professional Farmer 2016,PSV,Namco Bandai Games,16327,2015,100%,0%,0%,0%,0.01,0.01,0,0,1,0
Action,Infinite Stratos 2: Love and Purge,PSV,5pb,16078,2015,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Irotoridori no Sekai: World's End Re-Birth,PSV,HuneX,16502,2015,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Hakuoki: Reimeiroku - Omouhase Kara,PSV,Idea Factory,16551,2015,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Norn + Nonette: Last Era,PSV,Idea Factory,16142,2015,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,Idea Factory,16480,2015,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Durarara!! Relay,PSV,Kadokawa Games,16306,2015,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Fuuraiki 3,PSV,Unknown,16149,2015,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Hyakka Yakou,PSV,Unknown,16203,2015,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Gal Gun: Double Peace,PSV,PQube,14361,2015,67%,33%,0%,0%,0.02,0.03,0.01,0,1,0
Action,Lovely x Cation 1 & 2,PSV,5pb,15564,2015,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,5pb,15910,2015,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Abunai: Koi no Sousa Shitsu,PSV,Asgard,15752,2015,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Date-A-Live Twin Edition: Rio Reincarnation,PSV,Compile Heart,15475,2015,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Otoko Yukaku,PSV,D3Publisher,15496,2015,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,To Love-Ru Trouble: Darkness - True Princess,PSV,FuRyu,15127,2015,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,Idea Factory,15772,2015,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Hakuoki: Shinkai - Furi no Shou,PSV,Idea Factory,15355,2015,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Psychedelica of the Black Butterfly,PSV,Idea Factory,15849,2015,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Reine des Fleurs,PSV,Idea Factory,15783,2015,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,"Cross Ange: Tenshi to Ryuu no Rondo tr,",PSV,Namco Bandai Games,15004,2015,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,Namco Bandai Games,15956,2015,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Angelique Retour,PSV,Tecmo Koei,15452,2015,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Dynasty Warriors 8: Empires,PSV,Tecmo Koei,15491,2015,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Winning Post 8 2015,PSV,Tecmo Koei,15043,2015,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Ukiyo no Roushi,PSV,Unknown,15160,2015,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Bad Apple Wars,PSV,Idea Factory,14441,2015,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Action,Diabolik Lovers: Dark Fate,PSV,Idea Factory,14177,2015,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Action,Hakuoki Zuisouroku Omokage Hana,PSV,Idea Factory,14385,2015,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Action,Ebikore Photo Kano Kiss,PSV,Kadokawa Games,14440,2015,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Action,A Good Librarian Like a Good Shepherd: Library Party,PSV,Kaga Create,14353,2015,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Action,Higurashi no Naku Koro ni Iki,PSV,Kaga Create,14584,2015,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Action,Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,Sega,14552,2015,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Action,Harukanaru Toki no Naka de 6,PSV,Tecmo Koei,14688,2015,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Action,Yuki Yuna is a Hero: Memory of the Forest,PSV,FuRyu,13840,2015,0%,100%,0%,0%,0,0.04,0.04,0,1,0
Action,World Trigger: Borderless Mission,PSV,Namco Bandai Games,13477,2015,0%,100%,0%,0%,0,0.04,0.04,0,1,0
Action,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,Aksys Games,12861,2015,0%,80%,20%,0%,0,0.05,0.04,0.01,1,0
Action,Luminous Arc Infinity,PSV,Marvel Entertainment,13027,2015,0%,100%,0%,0%,0,0.05,0.05,0,1,0
Action,Samurai Warriors 4-II,PSV,Tecmo Koei,12893,2015,0%,100%,0%,0%,0,0.05,0.05,0,1,0
Action,Samurai Warriors 4: Empires,PSV,Tecmo Koei,12852,2015,0%,100%,0%,0%,0,0.05,0.05,0,1,0
Action,Valkyrie Drive: Bhikkhuni,PSV,PQube,11559,2015,13%,88%,0%,0%,0.01,0.08,0.07,0,1,0
Action,Taiko no Tatsujin: V Version,PSV,Namco Bandai Games,10443,2015,0%,100%,0%,0%,0,0.1,0.1,0,1,0
Action,Pro Baseball Spirits 2015,PSV,Konami Digital Entertainment,9413,2015,0%,100%,0%,0%,0,0.13,0.13,0,1,0
Action,Mobile Suit Gundam: Extreme VS Force,PSV,Namco Bandai Games,8466,2015,0%,100%,0%,0%,0,0.16,0.16,0,1,0
Action,3rd Super Robot Wars Z: Tengoku-Hen,PSV,Namco Bandai Games,7942,2015,0%,100%,0%,0%,0,0.19,0.19,0,1,0
Action,God Eater Resurrection,PSV,Namco Bandai Games,7901,2015,0%,100%,0%,0%,0,0.19,0.19,0,1,0
Action,BlazBlue: Chrono Phantasma Extend,PSV,PQube,11995,2015,71%,0%,0%,14%,0.05,0.07,0,0,1,0.01
Action,MegaTagmension Blanc + Neptune VS Zombies,PSV,Idea Factory International,9920,2015,25%,42%,17%,8%,0.03,0.12,0.05,0.02,1,0.01
Action,Resident Evil: Revelations 2,PSV,Capcom,9430,2015,38%,46%,8%,8%,0.05,0.13,0.06,0.01,1,0.01
Action,Looney Tunes: Galactic Sports,PSV,Sony Computer Entertainment,11542,2015,75%,0%,0%,25%,0.06,0.08,0,0,1,0.02
Action,One Piece: Pirate Warriors 3,PSV,Namco Bandai Games,7305,2015,32%,59%,0%,9%,0.07,0.22,0.13,0,1,0.02
Action,"Disney Infinity 2,0: Marvel Super Heroes",PSV,Disney Interactive Studios,9039,2015,79%,0%,0%,21%,0.11,0.14,0,0,1,0.03
Action,Senran Kagura: Estival Versus,PSV,Marvelous Interactive,7126,2015,22%,39%,26%,13%,0.05,0.23,0.09,0.06,1,0.03
Action,LEGO Ninjago: Shadow of Ronin,PSV,"Warner Bros, Interactive Entertainment",6781,2015,67%,0%,13%,21%,0.16,0.24,0,0.03,1,0.05
Action,LEGO Jurassic World,PSV,"Warner Bros, Interactive Entertainment",4719,2015,56%,0%,22%,22%,0.23,0.41,0,0.09,1,0.09
Action,Collar x Malice,PSV,Idea Factory,16136,2016,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Period Cube: Torikago no Amadeus,PSV,Idea Factory,16322,2016,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Uppers,PSV,Marvelous Entertainment,16023,2016,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Dance with Devils,PSV,N/A,16370,2016,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Coven and Labyrinth of Refrain,PSV,Nippon Ichi Software,15984,2016,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,dramatic create,16592,2016,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Rose to Tasogare no Kojou,PSV,Nippon Ichi Software,15499,2016,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Kenka Bancho Otome,PSV,Screenlife,15009,2016,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,La Corda d'Oro 4,PSV,Tecmo Koei,15073,2016,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Sengoku Otome: Legend Battle,PSV,Unknown,15187,2016,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Darius Burst: Chronicle Saviours,PSV,Kadokawa Games,14695,2016,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Action,Bullet Girls 2,PSV,D3Publisher,13888,2016,0%,100%,0%,0%,0,0.04,0.04,0,1,0
Action,Refrain no Chika Meikyuu to Majo no Ryodan,PSV,Nippon Ichi Software,13604,2016,0%,100%,0%,0%,0,0.04,0.04,0,1,0
Action,Uta no Prince-Sama: Music 3,PSV,Broccoli,12915,2016,0%,100%,0%,0%,0,0.05,0.05,0,1,0
Action,Kamen Rider: Battride War Genesis,PSV,Namco Bandai Games,13269,2016,0%,100%,0%,0%,0,0.05,0.05,0,1,0
Action,Summon Night 6: Lost Borders,PSV,Namco Bandai Games,12593,2016,0%,100%,0%,0%,0,0.06,0.06,0,1,0
Action,Digimon World: Next Order,PSV,Namco Bandai Games,10891,2016,0%,100%,0%,0%,0,0.09,0.09,0,1,0
Action,Toukiden 2,PSV,Tecmo Koei,10395,2016,0%,100%,0%,0%,0,0.11,0.11,0,1,0
Action,Gundam Breaker 3,PSV,Namco Bandai Games,9813,2016,0%,100%,0%,0%,0,0.12,0.12,0,1,0
Action,Attack on Titan (KOEI),PSV,Tecmo Koei,9440,2016,0%,100%,0%,0%,0,0.13,0.13,0,1,0
Action,Kan Colle Kai,PSV,Kadokawa Games,7850,2016,0%,100%,0%,0%,0,0.19,0.19,0,1,0
Action,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,Square Enix,7062,2016,0%,100%,0%,0%,0,0.23,0.23,0,1,0
Action,Aegis of Earth: Protonovus Assault,PSV,PQube,14075,2016,25%,0%,50%,25%,0.01,0.04,0,0.02,1,0.01
Action,Lego Star Wars: The Force Awakens,PSV,"Warner Bros, Interactive Entertainment",10914,2016,56%,0%,22%,22%,0.05,0.09,0,0.02,1,0.02
Action,Assassin's Creed Chronicles,PSV,Ubisoft,9902,2016,50%,8%,17%,17%,0.06,0.12,0.01,0.02,1,0.02
Action,LEGO Marvel's Avengers,PSV,"Warner Bros, Interactive Entertainment",6974,2016,48%,0%,30%,22%,0.11,0.23,0,0.07,1,0.05
Action,Brothers Conflict: Precious Baby,PSV,Idea Factory,16441,2017,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Mobile Suit Gundam,SAT,Namco Bandai Games,4701,1995,0%,100%,0%,0%,0,0.41,0.41,0,1,0
Action,Mega Man X4,SAT,Capcom,12100,1997,0%,100%,0%,0%,0,0.07,0.07,0,1,0
Action,Resident Evil,SAT,Capcom,8444,1997,0%,100%,0%,0%,0,0.17,0.17,0,1,0
Action,Final Fight,SNES,Capcom,1192,1990,11%,44%,43%,2%,0.17,1.56,0.69,0.67,1,0.03
Action,Lord of Darkness,SNES,Tecmo Koei,6167,1991,0%,100%,0%,0%,0,0.28,0.28,0,1,0
Action,Super Wagyan Land,SNES,Namco Bandai Games,4585,1991,0%,100%,0%,0%,0,0.42,0.42,0,1,0
Action,Ninja Warriors,SNES,Titus,12111,1993,0%,100%,0%,0%,0,0.07,0.07,0,1,0
Action,Sailor Moon,SNES,Namco Bandai Games,7303,1993,0%,100%,0%,0%,0,0.22,0.22,0,1,0
Action,Final Fight 2,SNES,Capcom,2035,1993,12%,48%,38%,2%,0.12,1.02,0.49,0.39,1,0.02
Action,The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,Banpresto,14901,1994,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Action,Kidou Senshi V Gundam,SNES,Namco Bandai Games,14664,1994,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Action,Kenyuu Densetsu Yaiba,SNES,Banpresto,11884,1994,0%,100%,0%,0%,0,0.07,0.07,0,1,0
Action,Super Metroid,SNES,Nintendo,1362,1994,8%,50%,40%,1%,0.12,1.42,0.71,0.57,1,0.02
Action,Mega Man X3,SNES,Laguna,5291,1995,3%,86%,11%,0%,0.01,0.35,0.3,0.04,1,0
Action,Captain America: Super Soldier,Wii,Sega,12628,,0%,0%,83%,0%,0,0.06,0,0.05,1,0
Action,Zero: Tsukihami no Kamen,Wii,Nintendo,11411,,0%,100%,0%,0%,0,0.08,0.08,0,1,0
Action,Happy Feet Two,Wii,"Warner Bros, Interactive Entertainment",11144,,11%,0%,78%,11%,0.01,0.09,0,0.07,1,0.01
Action,Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),Wii,N/A,5304,,14%,40%,43%,3%,0.05,0.35,0.14,0.15,1,0.01
Action,The Golden Compass,Wii,Sega,3348,,47%,0%,43%,12%,0.28,0.6,0,0.26,1,0.07
Action,LEGO Harry Potter: Years 5-7,Wii,"Warner Bros, Interactive Entertainment",1435,,35%,0%,56%,10%,0.47,1.36,0,0.76,1,0.13
Action,The Grim Adventures of Billy & Mandy,Wii,Midway Games,13196,2006,0%,0%,80%,0%,0,0.05,0,0.04,1,0
Action,Barnyard,Wii,THQ,13591,2006,0%,0%,100%,0%,0,0.04,0,0.04,1,0
Action,Escape from Bug Island,Wii,Eidos Interactive,12267,2006,17%,17%,67%,0%,0.01,0.06,0.01,0.04,1,0
Action,Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,505 Games,12140,2006,0%,100%,0%,0%,0,0.07,0.07,0,1,0
Action,Happy Feet,Wii,Midway Games,9257,2006,0%,0%,86%,7%,0,0.14,0,0.12,1,0.01
Action,Tom Clancy's Splinter Cell: Double Agent,Wii,Ubisoft,9514,2006,8%,0%,77%,8%,0.01,0.13,0,0.1,1,0.01
Action,Rampage: Total Destruction,Wii,Midway Games,7191,2006,5%,0%,86%,9%,0.01,0.22,0,0.19,1,0.02
Action,Elebits,Wii,Konami Digital Entertainment,5523,2006,3%,24%,67%,6%,0.01,0.33,0.08,0.22,1,0.02
Action,Domino Rally,Wii,Nordcurrent,12928,2007,0%,0%,100%,0%,0,0.05,0,0.05,1,0
Action,Teenage Mutant Ninja Turtles,Wii,Konami Digital Entertainment,16520,2007,100%,0%,0%,0%,0.01,0.01,0,0,1,0
Action,Fantastic Four: Rise of the Silver Surfer,Wii,Take-Two Interactive,13388,2007,20%,0%,80%,0%,0.01,0.05,0,0.04,1,0
Action,Sengoku Basara 2 Heroes,Wii,Capcom,16230,2007,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,SoulCalibur Legends (JP sales),Wii,Namco Bandai Games,16154,2007,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Gintama: Banji Oku Chuubu!,Wii,Namco Bandai Games,14720,2007,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Action,Kekkaishi: Kokubourou no Kage,Wii,Namco Bandai Games,14153,2007,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Action,Ninjabread Man,Wii,Popcorn Arcade,11406,2007,0%,0%,88%,13%,0,0.08,0,0.07,1,0.01
Action,Heatseeker,Wii,Codemasters,10764,2007,0%,0%,80%,10%,0,0.1,0,0.08,1,0.01
Action,Mercury Meltdown Revolution,Wii,Ignition Entertainment,8150,2007,0%,0%,89%,6%,0,0.18,0,0.16,1,0.01
Action,Dragon Blade: Wrath of Fire,Wii,D3Publisher,7982,2007,0%,0%,89%,5%,0,0.19,0,0.17,1,0.01
Action,Disney's Meet the Robinsons,Wii,Disney Interactive Studios,7950,2007,0%,0%,89%,5%,0,0.19,0,0.17,1,0.01
Action,Scarface: The World is Yours,Wii,Vivendi Games,8887,2007,7%,0%,80%,7%,0.01,0.15,0,0.12,1,0.01
Action,Spider-Man: Friend or Foe,Wii,Activision,8839,2007,7%,0%,87%,7%,0.01,0.15,0,0.13,1,0.01
Action,SoulCalibur Legends,Wii,Namco Bandai Games,7928,2007,5%,0%,84%,5%,0.01,0.19,0,0.16,1,0.01
Action,Code Lyoko: Quest for Infinity,Wii,Game Factory,10698,2007,20%,0%,70%,10%,0.02,0.1,0,0.07,1,0.01
Action,Samurai Warriors: Katana,Wii,Tecmo Koei,8776,2007,0%,27%,73%,7%,0,0.15,0.04,0.11,1,0.01
Action,Avatar: The Last Airbender - The Burning Earth,Wii,THQ,6557,2007,0%,0%,92%,8%,0,0.26,0,0.24,1,0.02
Action,Looney Tunes: Acme Arsenal,Wii,"Warner Bros, Interactive Entertainment",7005,2007,4%,0%,91%,9%,0.01,0.23,0,0.21,1,0.02
Action,Shrek the Third,Wii,Activision,6069,2007,3%,0%,90%,7%,0.01,0.29,0,0.26,1,0.02
Action,Chicken Shoot,Wii,Zoo Digital Publishing,5243,2007,3%,0%,92%,6%,0.01,0.36,0,0.33,1,0.02
Action,Prince of Persia: Rival Swords,Wii,Ubisoft,5984,2007,10%,0%,83%,7%,0.03,0.29,0,0.24,1,0.02
Action,Bee Movie Game,Wii,Activision,5393,2007,3%,0%,91%,9%,0.01,0.34,0,0.31,1,0.03
Action,TMNT,Wii,Ubisoft,4819,2007,8%,0%,85%,8%,0.03,0.4,0,0.34,1,0.03
Action,SpongeBob's Atlantis SquarePantis,Wii,THQ,3266,2007,2%,0%,92%,6%,0.01,0.62,0,0.57,1,0.04
Action,Crash of the Titans,Wii,Vivendi Games,4237,2007,7%,0%,87%,9%,0.03,0.46,0,0.4,1,0.04
Action,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,Activision,3413,2007,5%,0%,88%,7%,0.03,0.59,0,0.52,1,0.04
Action,Ratatouille,Wii,THQ,3859,2007,8%,0%,85%,8%,0.04,0.52,0,0.44,1,0.04
Action,Harry Potter and the Order of the Phoenix,Wii,Electronic Arts,4080,2007,12%,0%,78%,8%,0.06,0.49,0,0.38,1,0.04
Action,Pirates of the Caribbean: At World's End,Wii,Disney Interactive Studios,4306,2007,4%,2%,85%,9%,0.02,0.46,0.01,0.39,1,0.04
Action,No More Heroes,Wii,Rising Star Games,3527,2007,30%,7%,53%,9%,0.17,0.57,0.04,0.3,1,0.05
Action,Manhunt 2,Wii,Take-Two Interactive,3714,2007,43%,0%,46%,11%,0.23,0.54,0,0.25,1,0.06
Action,The Simpsons Game,Wii,Electronic Arts,2023,2007,46%,0%,44%,11%,0.47,1.03,0,0.45,1,0.11
Action,Tomb Raider: Anniversary,Wii,Eidos Interactive,2412,2007,73%,0%,14%,13%,0.63,0.86,0,0.12,1,0.11
Action,Hannah Montana: Spotlight World Tour,Wii,Disney Interactive Studios,1398,2007,27%,0%,63%,9%,0.38,1.39,0,0.87,1,0.13
Action,Ben 10: Protector of Earth,Wii,D3Publisher,1612,2007,45%,0%,45%,11%,0.55,1.23,0,0.55,1,0.13
Action,Resident Evil: The Umbrella Chronicles,Wii,Capcom,1211,2007,28%,19%,44%,9%,0.43,1.54,0.29,0.68,1,0.14
Action,SPRay,Wii,Tecmo Koei,13592,2008,0%,0%,100%,0%,0,0.04,0,0.04,1,0
Action,Kung Fu Panda: Legendary Warriors,Wii,Activision,11732,2008,0%,0%,88%,0%,0,0.08,0,0.07,1,0
Action,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,Marvelous Interactive,16461,2008,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Action,Soul Eater: Monotone Princess,Wii,Square Enix,15767,2008,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Action,Disaster: Day of Crisis,Wii,Nintendo,11722,2008,38%,50%,0%,0%,0.03,0.08,0.04,0,1,0
Action,Jumper: Griffin's Story,Wii,Eidos Interactive,11158,2008,0%,0%,89%,11%,0,0.09,0,0.08,1,0.01
Action,The Mummy: Tomb of the Dragon Emperor,Wii,Vivendi Games,11100,2008,0%,0%,89%,11%,0,0.09,0,0.08,1,0.01
